DMA,Brand,Year,NielsenRating,LocalTeamInSB,PostRevenuePerWeek
556,BUDWEISER,2007,0.45,0,0.433900588
556,BUDWEISER,2008,0.476,0,0.448195163
556,BUDWEISER,2009,0.493,0,0.51416095
556,BUDWEISER,2010,0.503,0,0.516257713
556,BUDWEISER,2011,0.491,0,0.510412738
556,COORS,2006,0.46,0,0.170147788
556,COORS,2007,0.45,0,0.18087585
556,COORS,2008,0.476,0,0.21001835
556,COORS,2009,0.493,0,0.226011838
556,COORS,2010,0.503,0,0.225181775
556,COORS,2011,0.491,0,0.23121315
556,CORONA,2006,0.46,0,0.132334613
556,CORONA,2007,0.45,0,0.131317838
556,CORONA,2008,0.476,0,0.119052475
556,CORONA,2009,0.493,0,0.1129173
556,CORONA,2010,0.503,0,0.109118725
556,CORONA,2011,0.491,0,0.106675563
556,MILLER,2006,0.46,0,0.376914513
556,MILLER,2007,0.45,0,0.3709525
556,MILLER,2008,0.476,0,0.382894775
556,MILLER,2009,0.493,0,0.393935738
556,MILLER,2010,0.503,0,0.3732769
556,MILLER,2011,0.491,0,0.3476133
556,OTHERBEER,2006,0.46,0,0.815816388
556,OTHERBEER,2007,0.45,0,0.867462275
556,OTHERBEER,2008,0.476,0,0.892130688
556,OTHERBEER,2009,0.493,0,0.917327375
556,OTHERBEER,2010,0.503,0,0.944263225
556,OTHERBEER,2011,0.491,0,0.854817863
557,BUDWEISER,2006,0.391,0,0.39651495
557,BUDWEISER,2007,0.466,0,0.402593538
557,BUDWEISER,2008,0.455,0,0.399783063
557,BUDWEISER,2009,0.452,0,0.412382888
557,BUDWEISER,2010,0.52,0,0.41410805
557,BUDWEISER,2011,0.492,0,0.4049423
557,COORS,2006,0.391,0,0.069938875
557,COORS,2007,0.466,0,0.078104763
557,COORS,2008,0.455,0,0.088938688
557,COORS,2009,0.452,0,0.100966025
557,COORS,2010,0.52,0,0.1029057
557,COORS,2011,0.492,0,0.111489788
557,CORONA,2006,0.391,0,0.048015088
557,CORONA,2007,0.466,0,0.056248938
557,CORONA,2008,0.455,0,0.045580663
557,CORONA,2009,0.452,0,0.042756838
557,CORONA,2010,0.52,0,0.044695663
557,CORONA,2011,0.492,0,0.044888625
557,MILLER,2006,0.391,0,0.19032455
557,MILLER,2007,0.466,0,0.208416688
557,MILLER,2008,0.455,0,0.211859413
557,MILLER,2009,0.452,0,0.212695713
557,MILLER,2010,0.52,0,0.199743788
557,MILLER,2011,0.492,0,0.207372788
557,OTHERBEER,2006,0.391,0,0.624162213
557,OTHERBEER,2007,0.466,0,0.690184063
557,OTHERBEER,2008,0.455,0,0.701873288
557,OTHERBEER,2009,0.452,0,0.698719338
557,OTHERBEER,2010,0.52,0,0.7019552
557,OTHERBEER,2011,0.492,0,0.718384863
560,BUDWEISER,2006,0.465,0,0.617688513
560,BUDWEISER,2007,0.446,0,0.647591163
560,BUDWEISER,2008,0.408,0,0.65375935
560,BUDWEISER,2009,0.419,0,0.766679875
560,BUDWEISER,2010,0.46,0,0.7512543
560,BUDWEISER,2011,0.484,0,0.77161375
560,COORS,2006,0.465,0,0.094943288
560,COORS,2007,0.446,0,0.11092555
560,COORS,2008,0.408,0,0.132313113
560,COORS,2009,0.419,0,0.145172588
560,COORS,2010,0.46,0,0.152590363
560,COORS,2011,0.484,0,0.160478625
560,CORONA,2006,0.465,0,0.129951688
560,CORONA,2007,0.446,0,0.132339713
560,CORONA,2008,0.408,0,0.129828163
560,CORONA,2009,0.419,0,0.123339938
560,CORONA,2010,0.46,0,0.124764938
560,CORONA,2011,0.484,0,0.1362623
560,MILLER,2006,0.465,0,0.235053338
560,MILLER,2007,0.446,0,0.246292163
560,MILLER,2008,0.408,0,0.26798795
560,MILLER,2009,0.419,0,0.281790888
560,MILLER,2010,0.46,0,0.274074588
560,MILLER,2011,0.484,0,0.282680925
560,OTHERBEER,2006,0.465,0,0.864884188
560,OTHERBEER,2007,0.446,0,0.924340138
560,OTHERBEER,2008,0.408,0,0.980002813
560,OTHERBEER,2009,0.419,0,0.96663355
560,OTHERBEER,2010,0.46,0,0.956423138
560,OTHERBEER,2011,0.484,0,0.977714688
561,BUDWEISER,2006,0.504,0,0.417826625
561,BUDWEISER,2007,0.477,0,0.488587288
561,BUDWEISER,2008,0.52,0,0.50146625
561,BUDWEISER,2009,0.506,0,0.521522238
561,BUDWEISER,2010,0.511,0,0.50668705
561,BUDWEISER,2011,0.537,0,0.528867788
561,COORS,2006,0.504,0,0.050050275
561,COORS,2007,0.477,0,0.059865738
561,COORS,2008,0.52,0,0.066252975
561,COORS,2009,0.506,0,0.065443275
561,COORS,2010,0.511,0,0.068581063
561,COORS,2011,0.537,0,0.0717486
561,CORONA,2006,0.504,0,0.052226863
561,CORONA,2007,0.477,0,0.067293538
561,CORONA,2008,0.52,0,0.066147825
561,CORONA,2009,0.506,0,0.055311013
561,CORONA,2010,0.511,0,0.05442385
561,CORONA,2011,0.537,0,0.061664
561,MILLER,2006,0.504,0,0.122688063
561,MILLER,2007,0.477,0,0.153485188
561,MILLER,2008,0.52,0,0.1545447
561,MILLER,2009,0.506,0,0.144497525
561,MILLER,2010,0.511,0,0.134264963
561,MILLER,2011,0.537,0,0.136788675
561,OTHERBEER,2006,0.504,0,0.42773625
561,OTHERBEER,2007,0.477,0,0.546671813
561,OTHERBEER,2008,0.52,0,0.5558899
561,OTHERBEER,2009,0.506,0,0.530050775
561,OTHERBEER,2010,0.511,0,0.511844313
561,OTHERBEER,2011,0.537,0,0.540387325
567,BUDWEISER,2006,0.41,0,0.593116125
567,BUDWEISER,2007,0.365,0,0.679824288
567,BUDWEISER,2008,0.455,0,0.7164732
567,BUDWEISER,2009,0.446,0,0.838087925
567,BUDWEISER,2010,0.493,0,0.829810775
567,BUDWEISER,2011,0.532,0,0.806149513
567,COORS,2006,0.41,0,0.119428688
567,COORS,2007,0.365,0,0.140160738
567,COORS,2008,0.455,0,0.1613647
567,COORS,2009,0.446,0,0.173968925
567,COORS,2010,0.493,0,0.178124188
567,COORS,2011,0.532,0,0.177245288
567,CORONA,2006,0.41,0,0.065597263
567,CORONA,2007,0.365,0,0.071359563
567,CORONA,2008,0.455,0,0.0725955
567,CORONA,2009,0.446,0,0.063969138
567,CORONA,2010,0.493,0,0.068613563
567,CORONA,2011,0.532,0,0.07070105
567,MILLER,2006,0.41,0,0.155891325
567,MILLER,2007,0.365,0,0.173989075
567,MILLER,2008,0.455,0,0.188719025
567,MILLER,2009,0.446,0,0.203983813
567,MILLER,2010,0.493,0,0.202892388
567,MILLER,2011,0.532,0,0.197414938
567,OTHERBEER,2006,0.41,0,0.603970513
567,OTHERBEER,2007,0.365,0,0.6759989
567,OTHERBEER,2008,0.455,0,0.738274188
567,OTHERBEER,2009,0.446,0,0.754247638
567,OTHERBEER,2010,0.493,0,0.747520363
567,OTHERBEER,2011,0.532,0,0.751332963
571,BUDWEISER,2006,0.376,0,0.496781388
571,BUDWEISER,2007,0.473,0,0.667674875
571,BUDWEISER,2008,0.507,0,0.691399813
571,BUDWEISER,2009,0.481,0,0.716559613
571,BUDWEISER,2010,0.473,0,0.750732863
571,BUDWEISER,2011,0.505,1,0.760672563
571,COORS,2006,0.376,0,0.089354425
571,COORS,2007,0.473,0,0.128765238
571,COORS,2008,0.507,0,0.147524038
571,COORS,2009,0.481,0,0.154065088
571,COORS,2010,0.473,0,0.15605135
571,COORS,2011,0.505,1,0.15682585
571,CORONA,2006,0.376,0,0.09050435
571,CORONA,2007,0.473,0,0.1236451
571,CORONA,2008,0.507,0,0.123088763
571,CORONA,2009,0.481,0,0.11514985
571,CORONA,2010,0.473,0,0.108295813
571,CORONA,2011,0.505,1,0.12081395
571,MILLER,2006,0.376,0,0.166522163
571,MILLER,2007,0.473,0,0.211888338
571,MILLER,2008,0.507,0,0.2333942
571,MILLER,2009,0.481,0,0.222177275
571,MILLER,2010,0.473,0,0.205473088
571,MILLER,2011,0.505,1,0.2100975
571,OTHERBEER,2006,0.376,0,0.475009775
571,OTHERBEER,2007,0.473,0,0.64999465
571,OTHERBEER,2008,0.507,0,0.632078575
571,OTHERBEER,2009,0.481,0,0.625988563
571,OTHERBEER,2010,0.473,0,0.598606088
571,OTHERBEER,2011,0.505,1,0.630619463
602,BUDWEISER,2006,0.407,0,0.157097838
602,BUDWEISER,2007,0.502,1,0.175257975
602,BUDWEISER,2008,0.415,0,0.194022575
602,BUDWEISER,2009,0.411,0,0.237571463
602,BUDWEISER,2010,0.456,0,0.262053825
602,BUDWEISER,2011,0.514,0,0.253252963
602,COORS,2006,0.407,0,0.026956613
602,COORS,2007,0.502,1,0.03134265
602,COORS,2008,0.415,0,0.043993625
602,COORS,2009,0.411,0,0.0544582
602,COORS,2010,0.456,0,0.070963225
602,COORS,2011,0.514,0,0.077561875
602,CORONA,2006,0.407,0,0.071695975
602,CORONA,2007,0.502,0,0.084978575
602,CORONA,2008,0.415,0,0.088315763
602,CORONA,2009,0.411,0,0.099538075
602,CORONA,2010,0.456,0,0.114872425
602,CORONA,2011,0.514,0,0.0979783
602,MILLER,2006,0.407,0,0.3567847
602,MILLER,2007,0.502,1,0.3952293
602,MILLER,2008,0.415,0,0.4246266
602,MILLER,2009,0.411,0,0.42492695
602,MILLER,2010,0.456,0,0.441125888
602,MILLER,2011,0.514,0,0.402560438
602,OTHERBEER,2006,0.407,0,0.356213263
602,OTHERBEER,2007,0.502,1,0.39219525
602,OTHERBEER,2008,0.415,0,0.437035538
602,OTHERBEER,2009,0.411,0,0.4297741
602,OTHERBEER,2010,0.456,0,0.428440838
602,OTHERBEER,2011,0.514,0,0.4281883
609,BUDWEISER,2006,0.373,0,0.115763038
609,BUDWEISER,2007,0.411,0,0.132860638
609,BUDWEISER,2008,0.475,0,0.120025
609,BUDWEISER,2009,0.445,0,0.122055213
609,BUDWEISER,2010,0.447,0,0.127970425
609,BUDWEISER,2011,0.468,0,0.153711613
609,COORS,2006,0.373,0,0.004205638
609,COORS,2007,0.411,0,0.004744275
609,COORS,2008,0.475,0,0.004767788
609,COORS,2009,0.445,0,0.005717175
609,COORS,2010,0.447,0,0.006568275
609,COORS,2011,0.468,0,0.008794413
609,CORONA,2006,0.373,0,0.005944088
609,CORONA,2007,0.411,0,0.006763813
609,CORONA,2008,0.475,0,0.006199238
609,CORONA,2009,0.445,0,0.00572875
609,CORONA,2010,0.447,0,0.005745388
609,CORONA,2011,0.468,0,0.007908
609,MILLER,2006,0.373,0,0.0186501
609,MILLER,2007,0.411,0,0.0201302
609,MILLER,2008,0.475,0,0.019140375
609,MILLER,2009,0.445,0,0.019324
609,MILLER,2010,0.447,0,0.017847088
609,MILLER,2011,0.468,0,0.022200463
609,OTHERBEER,2006,0.373,0,0.069201388
609,OTHERBEER,2007,0.411,0,0.075482413
609,OTHERBEER,2008,0.475,0,0.076600563
609,OTHERBEER,2009,0.445,0,0.07292855
609,OTHERBEER,2010,0.447,0,0.074679
609,OTHERBEER,2011,0.468,0,0.087835075
616,BUDWEISER,2006,0.471,0,0.080315463
616,BUDWEISER,2007,0.496,0,0.091085238
616,BUDWEISER,2008,0.497,0,0.092438163
616,BUDWEISER,2009,0.426,0,0.11457305
616,BUDWEISER,2010,0.502,0,0.121854138
616,BUDWEISER,2011,0.539,0,0.134306663
616,COORS,2006,0.471,0,0.015612575
616,COORS,2007,0.496,0,0.016829675
616,COORS,2008,0.497,0,0.017747363
616,COORS,2009,0.426,0,0.0210555
616,COORS,2010,0.502,0,0.020943875
616,COORS,2011,0.539,0,0.023436488
616,CORONA,2006,0.471,0,0.008032625
616,CORONA,2007,0.496,0,0.009261513
616,CORONA,2008,0.497,0,0.009484575
616,CORONA,2009,0.426,0,0.011308938
616,CORONA,2010,0.502,0,0.009100275
616,CORONA,2011,0.539,0,0.009453388
616,MILLER,2006,0.471,0,0.0374597
616,MILLER,2007,0.496,0,0.041739763
616,MILLER,2008,0.497,0,0.042236413
616,MILLER,2009,0.426,0,0.044676163
616,MILLER,2010,0.502,0,0.04236265
616,MILLER,2011,0.539,0,0.043707425
616,OTHERBEER,2006,0.471,0,0.061215888
616,OTHERBEER,2007,0.496,0,0.072139575
616,OTHERBEER,2008,0.497,0,0.074809938
616,OTHERBEER,2009,0.426,0,0.084398025
616,OTHERBEER,2010,0.502,0,0.085042763
616,OTHERBEER,2011,0.539,0,0.093269
617,BUDWEISER,2007,0.488,0,0.150205563
617,BUDWEISER,2008,0.497,0,0.149594275
617,BUDWEISER,2009,0.432,0,0.169148575
617,BUDWEISER,2010,0.454,0,0.248511375
617,BUDWEISER,2011,0.597,1,0.230280975
617,COORS,2007,0.488,0,0.022223875
617,COORS,2008,0.497,0,0.031720838
617,COORS,2009,0.432,0,0.046130125
617,COORS,2010,0.454,0,0.069425638
617,COORS,2011,0.597,1,0.071163275
617,CORONA,2007,0.488,0,0.054578775
617,CORONA,2008,0.497,0,0.04746575
617,CORONA,2009,0.432,0,0.045635713
617,CORONA,2010,0.454,0,0.051746963
617,CORONA,2011,0.597,1,0.047719463
617,MILLER,2007,0.488,0,0.440983338
617,MILLER,2008,0.497,0,0.443432238
617,MILLER,2009,0.432,0,0.444028375
617,MILLER,2010,0.454,0,0.5482138
617,MILLER,2011,0.597,1,0.526129388
617,OTHERBEER,2007,0.488,0,0.411848813
617,OTHERBEER,2008,0.497,0,0.428367463
617,OTHERBEER,2009,0.432,0,0.466769738
617,OTHERBEER,2010,0.454,0,0.565559938
617,OTHERBEER,2011,0.597,1,0.5660937
618,BUDWEISER,2006,0.396,0,0.510205263
618,BUDWEISER,2007,0.397,0,0.609878675
618,BUDWEISER,2008,0.371,0,0.64689875
618,BUDWEISER,2009,0.343,0,0.711920163
618,BUDWEISER,2010,0.412,0,0.776855625
618,BUDWEISER,2011,0.446,0,0.7873919
618,COORS,2006,0.396,0,0.077491288
618,COORS,2007,0.397,0,0.0859183
618,COORS,2008,0.371,0,0.0931392
618,COORS,2009,0.343,0,0.098815975
618,COORS,2010,0.412,0,0.10668735
618,COORS,2011,0.446,0,0.113514888
618,CORONA,2006,0.396,0,0.08219225
618,CORONA,2007,0.397,0,0.096936925
618,CORONA,2008,0.371,0,0.108798763
618,CORONA,2009,0.343,0,0.113070425
618,CORONA,2010,0.412,0,0.118657888
618,CORONA,2011,0.446,0,0.127977488
618,MILLER,2006,0.396,0,0.242437238
618,MILLER,2007,0.397,0,0.266540238
618,MILLER,2008,0.371,0,0.280238563
618,MILLER,2009,0.343,0,0.279122525
618,MILLER,2010,0.412,0,0.284331188
618,MILLER,2011,0.446,0,0.287899825
618,OTHERBEER,2006,0.396,0,0.32582065
618,OTHERBEER,2007,0.397,0,0.358619688
618,OTHERBEER,2008,0.371,0,0.39613375
618,OTHERBEER,2009,0.343,0,0.419467638
618,OTHERBEER,2010,0.412,0,0.4279317
618,OTHERBEER,2011,0.446,0,0.479133863
622,BUDWEISER,2008,0.472,0,0.490854288
622,BUDWEISER,2009,0.457,0,0.513713163
622,BUDWEISER,2010,0.563,1,0.461381575
622,BUDWEISER,2011,0.522,0,0.492648575
622,COORS,2008,0.472,0,0.143348925
622,COORS,2009,0.457,0,0.1467096
622,COORS,2010,0.563,1,0.134327625
622,COORS,2011,0.522,0,0.140364825
622,CORONA,2008,0.472,0,0.058497788
622,CORONA,2009,0.457,0,0.052416525
622,CORONA,2010,0.563,1,0.049013463
622,CORONA,2011,0.522,0,0.055711875
622,MILLER,2008,0.472,0,0.175155525
622,MILLER,2009,0.457,0,0.18093425
622,MILLER,2010,0.563,1,0.16609195
622,MILLER,2011,0.522,0,0.172427463
622,OTHERBEER,2008,0.472,0,0.3894021
622,OTHERBEER,2009,0.457,0,0.3840753
622,OTHERBEER,2010,0.563,1,0.381054825
622,OTHERBEER,2011,0.522,0,0.412384588
623,BUDWEISER,2006,0.426,0,0.242026963
623,BUDWEISER,2007,0.449,0,0.302127038
623,BUDWEISER,2008,0.462,0,0.316871663
623,BUDWEISER,2009,0.442,0,0.372568925
623,BUDWEISER,2010,0.489,0,0.395751125
623,BUDWEISER,2011,0.537,0,0.426386075
623,COORS,2006,0.426,0,0.128653188
623,COORS,2007,0.449,0,0.1554938
623,COORS,2008,0.462,0,0.1669285
623,COORS,2009,0.442,0,0.178771175
623,COORS,2010,0.489,0,0.1847234
623,COORS,2011,0.537,0,0.1980737
623,CORONA,2006,0.426,0,0.045133725
623,CORONA,2007,0.449,0,0.058779338
623,CORONA,2008,0.462,0,0.064378675
623,CORONA,2009,0.442,0,0.0659926
623,CORONA,2010,0.489,0,0.07017935
623,CORONA,2011,0.537,0,0.08010445
623,MILLER,2006,0.426,0,0.1441836
623,MILLER,2007,0.449,0,0.1888777
623,MILLER,2008,0.462,0,0.20340005
623,MILLER,2009,0.442,0,0.222597238
623,MILLER,2010,0.489,0,0.221480263
623,MILLER,2011,0.537,0,0.241451013
623,OTHERBEER,2006,0.426,0,0.264167325
623,OTHERBEER,2007,0.449,0,0.348001575
623,OTHERBEER,2008,0.462,0,0.389613975
623,OTHERBEER,2009,0.442,0,0.442481975
623,OTHERBEER,2010,0.489,0,0.4617888
623,OTHERBEER,2011,0.537,0,0.515532563
630,BUDWEISER,2008,0.454,0,0.1459184
630,BUDWEISER,2010,0.489,0,0.13075345
630,BUDWEISER,2011,0.5,0,0.141327213
630,COORS,2008,0.454,0,0.024181138
630,COORS,2010,0.489,0,0.025492725
630,COORS,2011,0.5,0,0.028149775
630,CORONA,2008,0.454,0,0.0138632
630,CORONA,2010,0.489,0,0.014242325
630,CORONA,2011,0.5,0,0.015832875
630,MILLER,2008,0.454,0,0.037219638
630,MILLER,2010,0.489,0,0.035929475
630,MILLER,2011,0.5,0,0.038443788
630,OTHERBEER,2008,0.454,0,0.105312363
630,OTHERBEER,2010,0.489,0,0.110690163
630,OTHERBEER,2011,0.5,0,0.1181109
635,BUDWEISER,2006,0.415,0,0.13148295
635,BUDWEISER,2007,0.42,0,0.197038225
635,BUDWEISER,2008,0.454,0,0.2174745
635,BUDWEISER,2009,0.347,0,0.213292075
635,BUDWEISER,2010,0.45,0,0.252400388
635,BUDWEISER,2011,0.506,0,0.271614563
635,COORS,2006,0.415,0,0.032475963
635,COORS,2007,0.42,0,0.04313525
635,COORS,2008,0.454,0,0.047871125
635,COORS,2009,0.347,0,0.050147988
635,COORS,2010,0.45,0,0.056685263
635,COORS,2011,0.506,0,0.056563525
635,CORONA,2006,0.415,0,0.02297825
635,CORONA,2007,0.42,0,0.02873325
635,CORONA,2008,0.454,0,0.032739288
635,CORONA,2009,0.347,0,0.029801788
635,CORONA,2010,0.45,0,0.034714663
635,CORONA,2011,0.506,0,0.035694325
635,MILLER,2006,0.415,0,0.065079463
635,MILLER,2007,0.42,0,0.090986013
635,MILLER,2008,0.454,0,0.10290565
635,MILLER,2009,0.347,0,0.104013763
635,MILLER,2010,0.45,0,0.110498338
635,MILLER,2011,0.506,0,0.117094325
635,OTHERBEER,2006,0.415,0,0.1436929
635,OTHERBEER,2007,0.42,0,0.181475763
635,OTHERBEER,2008,0.454,0,0.215025088
635,OTHERBEER,2009,0.347,0,0.229238863
635,OTHERBEER,2010,0.45,0,0.263488188
635,OTHERBEER,2011,0.506,0,0.313461463
640,BUDWEISER,2006,0.384,0,0.383092325
640,BUDWEISER,2007,0.419,0,0.435771913
640,BUDWEISER,2008,0.478,0,0.442859513
640,BUDWEISER,2009,0.463,0,0.46368125
640,BUDWEISER,2010,0.477,0,0.49659195
640,BUDWEISER,2011,0.481,0,0.393764988
640,COORS,2006,0.384,0,0.044831663
640,COORS,2007,0.419,0,0.05422205
640,COORS,2008,0.478,0,0.061470525
640,COORS,2009,0.463,0,0.06501275
640,COORS,2010,0.477,0,0.06893075
640,COORS,2011,0.481,0,0.063341975
640,CORONA,2006,0.384,0,0.047699438
640,CORONA,2007,0.419,0,0.0572384
640,CORONA,2008,0.478,0,0.05609725
640,CORONA,2009,0.463,0,0.0481115
640,CORONA,2010,0.477,0,0.053800838
640,CORONA,2011,0.481,0,0.048304438
640,MILLER,2006,0.384,0,0.126447663
640,MILLER,2007,0.419,0,0.146681963
640,MILLER,2008,0.478,0,0.156471775
640,MILLER,2009,0.463,0,0.153859288
640,MILLER,2010,0.477,0,0.152451763
640,MILLER,2011,0.481,0,0.13277305
640,OTHERBEER,2006,0.384,0,0.292477425
640,OTHERBEER,2007,0.419,0,0.341925888
640,OTHERBEER,2008,0.478,0,0.364283163
640,OTHERBEER,2009,0.463,0,0.35981115
640,OTHERBEER,2010,0.477,0,0.379982788
640,OTHERBEER,2011,0.481,0,0.354334663
641,BUDWEISER,2007,0.363,0,0.232220475
641,BUDWEISER,2008,0.371,0,0.27873585
641,BUDWEISER,2009,0.379,0,0.27802195
641,BUDWEISER,2010,0.493,0,0.310170375
641,BUDWEISER,2011,0.499,0,0.314204438
641,COORS,2007,0.363,0,0.024383275
641,COORS,2008,0.371,0,0.031641375
641,COORS,2009,0.379,0,0.034757775
641,COORS,2010,0.493,0,0.039975
641,COORS,2011,0.499,0,0.042878975
641,CORONA,2007,0.363,0,0.014809238
641,CORONA,2008,0.371,0,0.018327413
641,CORONA,2009,0.379,0,0.017669613
641,CORONA,2010,0.493,0,0.0195397
641,CORONA,2011,0.499,0,0.019729188
641,MILLER,2007,0.363,0,0.070609888
641,MILLER,2008,0.371,0,0.085521813
641,MILLER,2009,0.379,0,0.08802835
641,MILLER,2010,0.493,0,0.088386313
641,MILLER,2011,0.499,0,0.0885602
641,OTHERBEER,2007,0.363,0,0.103993725
641,OTHERBEER,2008,0.371,0,0.127506675
641,OTHERBEER,2009,0.379,0,0.136519075
641,OTHERBEER,2010,0.493,0,0.151470238
641,OTHERBEER,2011,0.499,0,0.167908575
659,BUDWEISER,2006,0.445,0,0.268216475
659,BUDWEISER,2007,0.487,0,0.290307375
659,BUDWEISER,2008,0.478,0,0.300875688
659,BUDWEISER,2009,0.472,0,0.338249338
659,BUDWEISER,2010,0.544,0,0.337745975
659,BUDWEISER,2011,0.542,0,0.311310538
659,COORS,2006,0.445,0,0.044613838
659,COORS,2007,0.487,0,0.052160688
659,COORS,2008,0.478,0,0.061199825
659,COORS,2009,0.472,0,0.072438638
659,COORS,2010,0.544,0,0.073878888
659,COORS,2011,0.542,0,0.08160155
659,CORONA,2006,0.445,0,0.035929
659,CORONA,2007,0.487,0,0.0404477
659,CORONA,2008,0.478,0,0.033279288
659,CORONA,2009,0.472,0,0.033110288
659,CORONA,2010,0.544,0,0.03410655
659,CORONA,2011,0.542,0,0.037110338
659,MILLER,2006,0.445,0,0.121783425
659,MILLER,2007,0.487,0,0.138167713
659,MILLER,2008,0.478,0,0.140153588
659,MILLER,2009,0.472,0,0.148184638
659,MILLER,2010,0.544,0,0.142231125
659,MILLER,2011,0.542,0,0.14129205
659,OTHERBEER,2006,0.445,0,0.324835588
659,OTHERBEER,2007,0.487,0,0.365519688
659,OTHERBEER,2008,0.478,0,0.393536313
659,OTHERBEER,2009,0.472,0,0.4039041
659,OTHERBEER,2010,0.544,0,0.413701863
659,OTHERBEER,2011,0.542,0,0.410803425
671,BUDWEISER,2007,0.435,0,0.251193238
671,BUDWEISER,2008,0.445,0,0.257374063
671,BUDWEISER,2009,0.427,0,0.294312
671,BUDWEISER,2010,0.507,0,0.2970382
671,BUDWEISER,2011,0.477,0,0.303710863
671,COORS,2007,0.435,0,0.0371938
671,COORS,2008,0.445,0,0.039700625
671,COORS,2009,0.427,0,0.047267538
671,COORS,2010,0.507,0,0.051761525
671,COORS,2011,0.477,0,0.056386238
671,CORONA,2007,0.435,0,0.008759775
671,CORONA,2008,0.445,0,0.0115751
671,CORONA,2009,0.427,0,0.014111313
671,CORONA,2010,0.507,0,0.012245875
671,CORONA,2011,0.477,0,0.014137025
671,MILLER,2007,0.435,0,0.025083813
671,MILLER,2008,0.445,0,0.0282841
671,MILLER,2009,0.427,0,0.033772463
671,MILLER,2010,0.507,0,0.030587588
671,MILLER,2011,0.477,0,0.040482688
671,OTHERBEER,2007,0.435,0,0.05667465
671,OTHERBEER,2008,0.445,0,0.063839475
671,OTHERBEER,2009,0.427,0,0.07179465
671,OTHERBEER,2010,0.507,0,0.080001875
671,OTHERBEER,2011,0.477,0,0.08361595
751,BUDWEISER,2006,0.515,0,0.120372225
751,BUDWEISER,2007,0.448,0,0.137564038
751,BUDWEISER,2008,0.461,0,0.145240288
751,BUDWEISER,2009,0.447,0,0.127687013
751,BUDWEISER,2010,0.485,0,0.1332797
751,BUDWEISER,2011,0.522,0,0.133585225
751,COORS,2006,0.515,0,0.069322925
751,COORS,2007,0.448,0,0.075498238
751,COORS,2008,0.461,0,0.077239613
751,COORS,2009,0.447,0,0.065067425
751,COORS,2010,0.485,0,0.071401325
751,COORS,2011,0.522,0,0.071945
751,CORONA,2006,0.515,0,0.030825638
751,CORONA,2007,0.448,0,0.037426463
751,CORONA,2008,0.461,0,0.03775945
751,CORONA,2009,0.447,0,0.028763588
751,CORONA,2010,0.485,0,0.027697438
751,CORONA,2011,0.522,0,0.024952863
751,MILLER,2006,0.515,0,0.044912275
751,MILLER,2007,0.448,0,0.049862925
751,MILLER,2008,0.461,0,0.052870113
751,MILLER,2009,0.447,0,0.037974425
751,MILLER,2010,0.485,0,0.037580613
751,MILLER,2011,0.522,0,0.036949913
751,OTHERBEER,2006,0.515,0,0.098743963
751,OTHERBEER,2007,0.448,0,0.111414963
751,OTHERBEER,2008,0.461,0,0.108609663
751,OTHERBEER,2009,0.447,0,0.098580538
751,OTHERBEER,2010,0.485,0,0.098647438
751,OTHERBEER,2011,0.522,0,0.104906088
753,BUDWEISER,2006,0.39,0,0.932927425
753,BUDWEISER,2007,0.371,0,0.9849732
753,BUDWEISER,2008,0.47,0,1.019305163
753,BUDWEISER,2009,0.475,1,1.102046913
753,BUDWEISER,2010,0.463,0,1.124756613
753,BUDWEISER,2011,0.511,0,1.056723375
753,COORS,2006,0.39,0,0.2741068
753,COORS,2007,0.371,0,0.302190538
753,COORS,2008,0.47,0,0.336951263
753,COORS,2009,0.475,1,0.349668825
753,COORS,2010,0.463,0,0.3646572
753,COORS,2011,0.511,0,0.3949783
753,CORONA,2006,0.39,0,0.162988988
753,CORONA,2007,0.371,0,0.1903096
753,CORONA,2008,0.47,0,0.18680985
753,CORONA,2009,0.475,0,0.174098525
753,CORONA,2010,0.463,0,0.15757635
753,CORONA,2011,0.511,0,0.172347463
753,MILLER,2006,0.39,0,0.333380575
753,MILLER,2007,0.371,0,0.365772925
753,MILLER,2008,0.47,0,0.37645895
753,MILLER,2009,0.475,1,0.354616038
753,MILLER,2010,0.463,0,0.332747738
753,MILLER,2011,0.511,0,0.335900713
753,OTHERBEER,2006,0.39,0,0.826396838
753,OTHERBEER,2007,0.371,0,0.919921913
753,OTHERBEER,2008,0.47,0,0.947940625
753,OTHERBEER,2009,0.475,1,1.013359163
753,OTHERBEER,2010,0.463,0,0.956693088
753,OTHERBEER,2011,0.511,0,0.992872638
770,BUDWEISER,2006,0.372,0,0.3502828
770,BUDWEISER,2007,0.38,0,0.38568815
770,BUDWEISER,2008,0.356,0,0.420551725
770,BUDWEISER,2009,0.341,0,0.448590513
770,BUDWEISER,2010,0.379,0,0.4628236
770,BUDWEISER,2011,0.382,0,0.45877715
770,COORS,2006,0.372,0,0.063815013
770,COORS,2007,0.38,0,0.072482825
770,COORS,2008,0.356,0,0.08149335
770,COORS,2009,0.341,0,0.083486763
770,COORS,2010,0.379,0,0.087822988
770,COORS,2011,0.382,0,0.0953304
770,CORONA,2006,0.372,0,0.0572069
770,CORONA,2007,0.38,0,0.071344625
770,CORONA,2008,0.356,0,0.070589338
770,CORONA,2009,0.341,0,0.06450585
770,CORONA,2010,0.379,0,0.061877825
770,CORONA,2011,0.382,0,0.059909525
